BEANS PER JAR,JARS,TOTAL BEANS
505,83,41915
856,394,337264
574,621,356454
31,895,27745
234,751,175734
368,137,50416
840,391,328440
891,544,484704
777,381,296037
42,994,41748
118,638,75284
700,12,8400
662,724,479288
731,981,717111
710,631,448010
199,398,79202
533,10,5330
530,496,262880
127,231,29337
244,929,226676
595,539,320705
407,857,348799
246,578,142188
337,847,285439
785,419,328915
933,613,571929
838,696,583248
367,735,269745
239,407,97273
819,178,145782
707,685,484295
60,965,57900
825,94,77550
305,162,49410
508,37,18796
870,885,769950
945,181,171045
419,294,123186
56,44,2464
707,791,559237
982,699,686418
737,468,344916
52,409,21268
55,701,38555
797,512,408064
129,371,47859
559,752,420368
761,885,673485
660,771,508860
65,76,4940
788,484,381392
43,582,25026
423,440,186120
491,619,303929
457,687,313959
583,594,346302
533,282,150306
631,129,81399
104,274,28496
142,531,75402
916,449,411284
987,255,251685
784,877,687568
843,69,58167
658,462,303996
372,180,66960
867,382,331194
866,998,864268
115,760,87400
688,597,410736
819,427,349713
543,339,184077
199,638,126962
308,10,3080
905,624,564720
477,551,262827
495,469,232155
59,117,6903
850,347,294950
564,314,177096
671,678,454938
926,459,425034
188,127,23876
550,592,325600
776,681,528456
278,404,112312
357,807,288099
380,628,238640
480,832,399360
651,92,59892
274,651,178374
41,101,4141
98,499,48902
113,90,10170
660,250,165000
140,926,129640
715,641,458315
22,768,16896
996,367,365532
546,562,306852
601,976,586576
47,985,46295
976,361,352336
918,768,705024
901,820,738820
243,364,88452
122,802,97844
191,115,21965
617,70,43190
567,416,235872
955,586,559630
108,587,63396
702,826,579852
274,616,168784
48,428,20544
202,655,132310
408,884,360672
771,147,113337
727,473,343871
783,287,224721
665,293,194845
628,416,261248
415,247,102505
776,41,31816
610,528,322080
312,64,19968
390,273,106470
65,52,3380
113,229,25877
820,670,549400
775,832,644800
783,715,559845
108,62,6696
182,758,137956
524,264,138336
871,357,310947
305,28,8540
999,886,885114
197,942,185574
88,650,57200
633,554,350682
499,541,269959
933,247,230451
847,87,73689
414,365,151110
681,361,245841
883,780,688740
742,843,625506
500,731,365500
939,606,569034
529,416,220064
464,535,248240
98,495,48510
649,351,227799
905,216,195480
502,932,467864
331,826,273406
712,840,598080
757,488,369416
97,427,41419
266,559,148694
337,839,282743
549,777,426573
862,540,465480
772,243,187596
281,101,28381
737,249,183513
753,626,471378
401,170,68170
190,615,116850
745,302,224990
445,88,39160
406,922,374332
190,800,152000
95,439,41705
53,174,9222
323,533,172159
12,250,3000
650,208,135200
441,516,227556
179,79,14141
667,948,632316
891,440,392040
552,378,208656
560,284,159040
751,158,118658
45,415,18675
514,852,437928
387,266,102942
498,975,485550
312,907,282984
99,6,594
168,58,9744
593,433,256769
131,1,131
891,323,287793
260,93,24180
433,589,255037
138,609,84042
4,869,3476
970,53,51410
323,929,300067
181,184,33304
49,144,7056
449,546,245154
191,70,13370
184,675,124200
64,218,13952
736,16,11776
19,682,12958
742,197,146174
475,734,348650
839,124,104036
271,446,120866
721,996,718116
11,937,10307
13,44,572
202,687,138774
297,573,170181
115,292,33580
217,518,112406
156,797,124332
747,163,121761
118,570,67260
621,870,540270
54,320,17280
54,595,32130
555,465,258075
752,150,112800
574,210,120540
235,271,63685
7,331,2317
548,396,217008
47,433,20351
718,478,343204
161,231,37191
316,621,196236
101,846,85446
984,553,544152
715,57,40755
661,269,177809
470,92,43240
186,270,50220
65,896,58240
438,246,107748
359,332,119188
391,376,147016
530,484,256520
356,762,271272
929,558,518382
180,196,35280
82,219,17958
351,190,66690
339,791,268149
823,302,248546
990,763,755370
771,47,36237
402,516,207432
737,87,64119
888,393,348984
135,51,6885
242,466,112772
565,146,82490
628,924,580272
918,73,67014
723,594,429462
270,73,19710
795,884,702780
110,545,59950
605,681,412005
706,763,538678
448,243,108864
944,18,16992
563,331,186353
991,779,771989
453,539,244167
970,320,310400
577,513,296001
992,354,351168
300,42,12600
735,303,222705
817,856,699352
287,374,107338
917,316,289772
354,224,79296
492,795,391140
595,619,368305
167,418,69806
270,192,51840
877,579,507783
280,829,232120
79,186,14694
177,630,111510
273,316,86268
581,600,348600
326,663,216138
190,350,66500
334,499,166666
169,229,38701
959,206,197554
313,302,94526
676,224,151424
90,697,62730
787,791,622517
209,311,64999
233,255,59415
875,578,505750
428,193,82604
155,839,130045
467,823,384341
366,451,165066
782,614,480148
918,105,96390
78,634,49452
708,43,30444
448,443,198464
637,608,387296
901,273,245973
454,239,108506
376,307,115432
302,16,4832
74,572,42328
239,996,238044
142,46,6532
533,541,288353
546,31,16926
771,620,478020
718,82,58876
302,839,253378
452,319,144188
832,331,275392
722,455,328510
116,689,79924
230,605,139150
357,588,209916
884,162,143208
165,599,98835
741,957,709137
303,683,206949
905,622,562910
363,598,217074
565,45,25425
850,671,570350
349,733,255817
145,159,23055
241,687,165567
912,837,763344
983,303,297849
67,162,10854
622,987,613914
17,134,2278
374,922,344828
949,655,621595
611,32,19552
158,250,39500
156,13,2028
107,621,66447
504,115,57960
173,396,68508
58,333,19314
258,773,199434
302,427,128954
479,442,211718
215,970,208550
29,177,5133
71,967,68657
309,59,18231
126,934,117684
607,97,58879
703,365,256595
782,866,677212
997,808,805576
204,742,151368
393,365,143445
509,418,212762
310,563,174530
201,60,12060
734,181,132854
147,41,6027
502,352,176704
645,878,566310
819,984,805896
612,623,381276
970,223,216310
299,994,297206
500,144,72000
52,308,16016
151,324,48924
57,902,51414
187,138,25806
506,575,290950
102,10,1020
510,444,226440
530,339,179670
76,785,59660
207,119,24633
735,616,452760
158,754,119132
414,619,256266
80,156,12480
698,150,104700
768,400,307200
711,653,464283
937,276,258612
337,113,38081
782,66,51612
226,604,136504
241,93,22413
450,764,343800
256,231,59136
223,877,195571
617,490,302330
989,907,897023
895,691,618445
644,725,466900
823,856,704488
709,580,411220
417,517,215589
776,495,384120
114,491,55974
801,413,330813
551,217,119567
339,476,161364
6,597,3582
855,923,789165
258,136,35088
858,839,719862
292,66,19272
502,854,428708
284,669,189996
36,105,3780
629,746,469234
20,721,14420
159,728,115752
604,117,70668
995,718,714410
489,700,342300
897,92,82524
936,444,415584
657,182,119574
263,198,52074
972,603,586116
45,530,23850
380,771,292980
961,511,491071
465,610,283650
183,585,107055
814,369,300366
218,774,168732
7,541,3787
557,98,54586
70,361,25270
244,306,74664
885,344,304440
597,539,321783
419,743,311317
82,619,50758
927,369,342063
475,791,375725
666,110,73260
166,109,18094
270,713,192510
920,930,855600
480,225,108000
187,881,164747
673,683,459659
201,763,153363
932,592,551744
267,25,6675
587,538,315806
597,21,12537
150,154,23100
524,562,294488
24,315,7560
429,861,369369
692,315,217980
466,802,373732
95,168,15960
337,480,161760
191,763,145733
588,551,323988
201,789,158589
341,306,104346
980,817,800660
415,720,298800
31,340,10540
409,927,379143
928,916,850048
478,142,67876
121,938,113498
688,377,259376
601,142,85342
562,119,66878
621,892,553932
282,504,142128
260,665,172900
170,849,144330
684,191,130644
316,339,107124
940,368,345920
266,355,94430
788,77,60676
641,830,532030
774,140,108360
738,882,650916
339,372,126108
392,542,212464
646,343,221578
204,99,20196
560,628,351680
608,280,170240
812,649,526988
308,652,200816
646,627,405042
668,590,394120
857,451,386507
524,765,400860
842,543,457206
873,133,116109
538,535,287830
26,154,4004
883,836,738188
594,478,283932
76,86,6536
758,153,115974
874,631,551494
752,219,164688
404,247,99788
130,217,28210
565,200,113000
40,557,22280
120,647,77640
247,439,108433
631,321,202551
994,187,185878
480,730,350400
660,725,478500
523,604,315892
568,195,110760
408,367,149736
694,158,109652
67,990,66330
769,152,116888
453,790,357870
929,201,186729
893,985,879605
132,449,59268
133,827,109991
622,316,196552
52,111,5772
452,598,270296
540,522,281880
480,609,292320
878,382,335396
955,181,172855
896,710,636160
410,167,68470
9,311,2799
465,267,124155
473,694,328262
964,507,488748
767,364,279188
994,313,311122
661,49,32389
192,188,36096
790,336,265440
887,490,434630
604,294,177576
920,2,1840
906,363,328878
111,845,93795
684,692,473328
492,908,446736
601,547,328747
641,725,464725
106,780,82680
596,258,153768
693,359,248787
584,197,115048
650,196,127400
893,826,737618
838,767,642746
656,776,509056
238,308,73304
126,248,31248
891,504,449064
500,369,184500
685,127,86995
144,323,46512
183,735,134505
974,110,107140
447,272,121584
9,651,5859
421,942,396582
727,61,44347
117,816,95472
380,642,243960
261,411,107271
953,358,341174
884,227,200668
564,853,481092
693,324,224532
15,631,9465
217,967,209839
863,755,651565
32,244,7808
597,271,161787
23,877,20171
721,921,664041
21,439,9219
492,401,197292
245,325,79625
817,332,271244
262,594,155628
312,266,82992
239,13,3107
380,738,280440
356,971,345676
180,531,95580
883,11,9713
411,106,43566
358,379,135682
411,673,276603
30,450,13500
491,191,93781
651,828,539028
260,36,9360
24,202,4848
843,606,510858
159,358,56922
800,911,728800
620,266,164920
330,54,17820
326,486,158436
177,426,75402
111,427,47397
880,395,347600
558,295,164610
355,717,254535
866,903,781998
538,953,512714
241,241,58081
739,780,576420
741,722,535002
736,877,645472
580,804,466320
267,447,119349
789,947,747183
777,935,726495
982,495,486090
444,174,77256
891,868,773388
271,10,2710
609,40,24360
786,637,500682
559,777,434343
845,259,218855
57,258,14706
654,444,290376
897,472,423384
559,35,19565
856,991,848296
539,725,390775
520,68,35360
941,923,868543
464,62,28768
671,325,218075
338,683,230854
325,678,220350
734,239,175426
861,915,787815
531,589,312759
551,228,125628
387,68,26316
354,273,96642
34,756,25704
117,641,74997
327,332,108564
12,643,7716
286,705,201630
176,755,132880
337,42,14154
593,73,43289
454,254,115316
355,1,355
976,625,610000
825,886,730950
141,845,119145
824,981,808344
977,741,723957
97,559,54223
530,675,357750
409,116,47444
543,567,307881
42,753,31626
956,319,304964
560,114,63840
52,926,48152
117,107,12519
912,47,42864
756,652,492912
216,486,104976
410,637,261170
984,906,891504
52,967,50284
897,561,503217
52,53,2756
540,135,72900
789,374,295086
226,163,36838
272,165,44880
992,269,266848
325,489,158925
446,949,423254
384,582,223488
83,313,25979
455,183,83265
651,786,511686
741,219,162279
508,413,209804
46,208,9568
672,500,336000
231,1,231
162,484,78408
147,998,146706
689,892,614588
691,505,348955
426,276,117576
616,743,457688
236,297,70092
523,6,3138
725,616,446600
315,682,214830
837,270,225990
579,340,196860
259,790,204610
878,930,816540
612,536,328032
18,571,10278
326,607,197882
301,597,179697
14,465,6510
915,993,908595
27,561,15147
571,865,493915
264,595,157080
551,251,138301
451,772,348172
949,492,466908
203,783,158949
486,446,216756
26,979,25454
645,613,395385
72,417,30024
191,980,187180
562,657,369234
187,277,51799
554,722,399988
631,266,167846
614,520,319280
352,405,142560
350,271,94850
34,861,29274
317,399,126483
690,302,208380
619,490,303310
408,103,42024
722,610,440420
810,833,674730
429,955,409695
979,83,81257
990,11,10890
274,824,225776
557,217,120869
513,842,431946
246,47,11562
864,64,55296
572,192,109824
271,201,54471
792,450,356400
206,48,9888
910,153,139230
104,882,91728
836,929,776644
76,373,28348
566,936,529776
40,648,25920
392,723,283416
556,559,310804
471,981,462051
191,318,60738
71,246,17466
555,775,430125
427,773,330071
976,173,168848
76,626,47576
804,413,332052
720,48,34560
37,113,4181
761,880,669680
609,438,266742
362,177,64074
556,455,252980
338,153,51714
829,122,101138
139,94,13066
285,166,47310
440,939,413160
607,283,171781
393,439,172527
72,763,54936
921,103,94863
864,997,861408
359,321,115239
995,577,574115
507,680,344760
286,650,185900
647,323,208981
624,514,320736
507,345,174915
190,767,145730
266,259,68894
933,136,126888
947,384,363648
11,436,4796
418,411,171798
932,61,56852
490,259,126910
139,899,124961
576,360,207360
778,256,199168
49,999,48951
403,985,396955
558,375,209250
206,808,166448
41,786,32226
462,519,239778
118,944,111392
420,772,324240
683,257,175531
786,613,481818
932,847,789404
164,15,2460
10,544,5440
553,533,294749
764,560,427840
954,184,175536
137,222,30414
390,718,280020
933,2,1866
967,59,57053
842,778,655076
855,169,144495
831,411,341541
20,614,12280
190,157,29830
448,122,54656
908,71,64468
209,807,168663
322,405,130410
300,121,36300
871,356,310076
830,263,218290
132,996,131472
13,321,4173
488,401,195688
50,128,6400
404,249,100596
172,160,27520
738,631,465678
980,646,633080
918,958,879444
63,454,28602
983,483,474789
892,989,882188
27,869,23463
663,687,455481
42,238,9996
476,309,147084
469,884,414596
874,952,832048
232,612,141984
359,235,84365
418,776,324368
309,683,211047
527,846,445842
785,422,331270
155,763,118265
153,658,100674
869,814,707366
483,775,374325
313,37,11581
970,743,720710
730,265,193450
698,351,244998
438,371,162498
352,27,9504
800,911,728800
707,533,376831
698,19,13262
627,805,504735
42,808,33936
626,680,425680
585,243,142155
736,935,688160
976,966,942816
849,208,176592
14,675,9450
377,132,49764
415,31,12865
420,601,252420
949,771,731679
661,273,180453
441,566,249606
829,189,156681
264,889,234696
773,60,46380
155,95,14725
589,986,580754
696,914,636144
887,195,172965
890,906,806340
505,832,420160
560,306,171360
667,924,616308
440,60,26400
396,84,33264
134,573,76782
